観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),今日の最大値(m/s),今日の最大値の品質情報,今日の最大値観測時の風向,今日の最大値観測時の風向の品質情報,今日の最大値起時（時）,今日の最大値起時（分）,今日の最大値起時の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(m/s),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値観測時の風向,昨日までの観測史上1位の値観測時の風向の品質情報,昨日までの観測史上1位の値観測時の年,昨日までの観測史上1位の値観測時の月,昨日までの観測史上1位の値観測時の日,昨日までの8月の1位の値(m/s),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値観測時の風向,昨日までの8月の1位の値観測時の風向の品質情報,昨日までの8月の1位の値観測時の年,昨日までの8月の1位の値観測時の月,昨日までの8月の1位の値観測時の日,統計開始年
74361,高知県,窪川（クボカワ）,,2022,08,10,17,00,4.2,4,南南西,4,14,07,4,,,21,8,南,8,2004,08,30,21,8,南,8,2004,08,30,1977
74372,高知県,室戸岬（ムロトミサキ）,47899,2022,08,10,17,00,6.0,4,西南西,4,00,12,4,,,69.8,8,西南西,8,1965,09,10,51.7,8,東,8,1970,08,21,1920
74381,高知県,江川崎（エカワサキ）,,2022,08,10,17,00,3.3,4,南南東,4,15,46,4,,,15,8,///,8,1979,09,30,13,8,南南東,8,2004,08,30,1977
74436,高知県,佐賀（サガ）,,2022,08,10,17,00,3.1,4,南東,4,14,38,4,,,20,8,///,8,1993,09,03,18,8,東南東,8,2004,08,30,1977
74447,高知県,宿毛（スクモ）,47897,2022,08,10,17,00,5.9,4,西南西,4,13,09,4,,,38.0,8,南,8,1954,09,26,27.8,8,南南西,8,1970,08,21,1943
74456,高知県,中村（ナカムラ）,,2022,08,10,17,00,2.9,4,東南東,4,12,46,4,,,15,8,南東,8,1982,08,27,15,8,南東,8,1982,08,27,1976
74516,高知県,清水（シミズ）,47898,2022,08,10,17,00,2.8,4,東,4,11,47,4,,,35.8,8,南西,8,1970,08,21,35.8,8,南西,8,1970,08,21,1941
81011,山口県,須佐（スサ）,,2022,08,10,17,00,3.5,4,南,4,09,15,4,,,18,8,北北東,8,1997,06,28,14,8,北,8,1996,08,14,1977
81071,山口県,萩（ハギ）,47754,2022,08,10,17,00,4.1,4,南南東,4,09,46,4,,,32.1,8,北,8,1954,09,26,23.8,8,北北西,8,1996,08,14,1948
81116,山口県,油谷（ユヤ）,,2022,08,10,17,00,4.7,4,南西,4,12,39,4,,,17.5,8,東北東,8,2015,08,25,17.5,8,東北東,8,2015,08,25,1977
81151,山口県,徳佐（トクサ）,,2022,08,10,17,00,3.0,4,西南西,4,13,06,4,,,11,8,///,8,1991,09,27,8,8,西,8,2004,08,30,1977
81196,山口県,秋吉台（アキヨシダイ）,,2022,08,10,17,00,3.2,4,南,4,11,38,4,,,28,8,北北東,8,2004,10,20,17,8,北,8,1992,08,08,1977
81231,山口県,広瀬（ヒロセ）,,2022,08,10,17,00,4.5,4,西,4,14,05,4,,,10,8,西南西,8,2004,09,07,8,8,東北東,8,1981,08,22,1976
81266,山口県,豊田（トヨタ）,,2022,08,10,17,00,3.9,4,南,4,11,21,4,,,21,8,///,8,1991,09,27,15,8,北西,8,2004,08,30,1977
81286,山口県,山口（ヤマグチ）,47784,2022,08,10,17,00,3.8,4,南南西,4,11,48,4,,,28.8,8,東南東,8,1971,08,05,28.8,8,東南東,8,1971,08,05,1966
81321,山口県,岩国（イワクニ）,,2022,08,10,17,00,3.9,4,南西,4,14,26,4,,,16,8,南南東,8,2004,09,07,10.7,8,南西,8,2015,08,25,1977
81371,山口県,防府（ホウフ）,,2022,08,10,17,00,4.8,4,南東,4,14,54,4,,,25,4,///,4,1991,09,27,24.4,8,南東,8,2015,08,25,1977
81386,山口県,下松（クダマツ）,,2022,08,10,17,00,3.8,4,南,4,14,18,4,,,16,8,西南西,8,2004,09,07,13.4,8,西南西,8,2015,08,25,1977
81397,山口県,玖珂（クガ）,,2022,08,10,17,00,3.1,4,南西,4,14,23,4,,,13,8,南南西,8,2004,09,07,9,8,東北東,8,2004,08,30,1977
81428,山口県,下関（シモノセキ）,47762,2022,08,10,17,00,3.0,4,南南東,4,11,27,4,,,34.2,8,東,8,1942,08,27,34.2,8,東,8,1942,08,27,1883
81436,山口県,宇部（ウベ）,,2022,08,10,17,00,6.3,4,東,4,14,27,4,,,32,8,東南東,8,2004,09,07,28.6,8,東,8,2015,08,25,2001
81481,山口県,柳井（ヤナイ）,,2022,08,10,17,00,4.5,4,南南東,4,14,27,4,,,20,8,南南東,8,2004,09,07,15,8,東北東,8,2007,08,02,1977
81486,山口県,安下庄（アゲノショウ）,,2022,08,10,17,00,3.6,4,南南西,4,15,13,4,,,20,8,南南西,8,2004,09,07,13,8,南西,8,2004,08,30,1977
82046,福岡県,宗像（ムナカタ）,,2022,08,10,17,00,5.5,4,西北西,4,14,24,4,,,17,8,東北東,8,2006,09,17,16,8,北西,8,2004,08,30,1977
82056,福岡県,八幡（ヤハタ）,,2022,08,10,17,00,4.3,4,南南東,4,09,51,4,,,17.0,8,南,8,2015,08,25,17.0,8,南,8,2015,08,25,1977
82068,福岡県,空港北町（クウコウキタマチ）,,2022,08,10,17,00,5.6,4,北東,4,13,58,4,,,29.5,8,東北東,8,2015,08,25,29.5,8,東北東,8,2015,08,25,2006
82101,福岡県,行橋（ユクハシ）,,2022,08,10,17,00,3.9,4,東,4,14,17,4,,,18.2,8,東北東,8,2015,08,25,18.2,8,東北東,8,2015,08,25,1977
82136,福岡県,飯塚（イイヅカ）,47809,2022,08,10,17,00,4.7,4,南南西,4,11,15,4,,,24.2,8,南南西,8,1956,08,17,24.2,8,南南西,8,1956,08,17,1935
82171,福岡県,前原（マエバル）,,2022,08,10,17,00,3.8,4,南,4,05,27,4,,,19,8,///,8,1991,09,27,18,8,北,8,2004,08,30,1977
82182,福岡県,福岡（フクオカ）,47807,2022,08,10,17,00,5.9,4,北,4,15,13,4,,,32.5,8,北,8,1951,10,14,23.3,8,西南西,8,1942,08,27,1890
82186,福岡県,博多（ハカタ）,,2022,08,10,17,00,6.6,4,南南東,4,05,08,4,,,31,8,南東,8,2006,09,17,23,8,北北西,8,2004,08,30,2003
82191,福岡県,太宰府（ダザイフ）,,2022,08,10,17,00,4.3,4,南西,4,15,06,4,,,18,8,西北西,8,1991,09,27,15,8,北西,8,2004,08,30,1977
82206,福岡県,添田（ソエダ）,,2022,08,10,17,00,2.5,4,北北東,4,16,50,4,,,7,8,///,8,1991,09,27,6.7,8,北北東,8,2015,08,25,1977
82261,福岡県,朝倉（アサクラ）,,2022,08,10,17,00,4.2,4,南西,4,13,31,4,,,20.0,8,南,8,2019,09,22,13.6,8,北東,8,2019,08,06,1977
82306,福岡県,久留米（クルメ）,,2022,08,10,17,00,3.9,4,南,4,14,16,4,,,24,8,///,8,1991,09,27,15,8,南,8,1993,08,10,1977
82317,福岡県,黒木（クロギ）,,2022,08,10,17,00,3.3,4,南南西,4,14,37,4,,,17,8,南,8,2006,09,17,14.5,8,南南東,8,2015,08,25,1977
82361,福岡県,大牟田（オオムタ）,,2022,08,10,17,00,2.8,4,南南西,4,13,49,4,,,21,8,///,8,1991,09,14,14.5,8,北東,8,2015,08,25,1977
83021,大分県,国見（クニミ）,,2022,08,10,17,00,2.5,4,南東,4,14,13,4,,,15,8,///,8,1991,09,27,13,8,北東,8,1982,08,27,1977
83051,大分県,中津（ナカツ）,,2022,08,10,17,00,5.0,4,北東,4,13,49,4,,,17.2,8,東南東,8,2015,08,25,17.2,8,東南東,8,2015,08,25,2011
83061,大分県,豊後高田（ブンゴタカダ）,,2022,08,10,17,00,5.2,4,東南東,4,16,42,4,,,25,8,///,8,1991,09,27,24,8,東,8,1992,08,08,1977
83106,大分県,院内（インナイ）,,2022,08,10,17,00,4.2,4,北,4,14,05,4,,,21,8,北,8,2007,08,02,21,8,北,8,2007,08,02,1977
83121,大分県,杵築（キツキ）,,2022,08,10,17,00,5.4,4,東南東,4,13,30,4,,,18,8,東南東,8,2005,09,06,14,8,東南東,8,2004,08,30,1978
83126,大分県,武蔵（ムサシ）,,2022,08,10,17,00,5.7,4,南東,4,15,22,4,,,30,8,南南東,8,2004,09,07,29,8,南東,8,2004,08,30,2003
83137,大分県,日田（ヒタ）,47814,2022,08,10,17,00,4.7,4,西北西,4,13,27,4,,,21.6,8,東北東,8,1951,10,14,20.3,8,南,8,1942,08,27,1942
83191,大分県,玖珠（クス）,,2022,08,10,17,00,2.7,4,西南西,4,11,33,4,,,22,8,東南東,8,1999,09,24,18,8,東南東,8,1996,08,14,1977
83201,大分県,湯布院（ユフイン）,,2022,08,10,17,00,4.0,4,南西,4,13,00,4,,,21,8,南西,8,2004,09,07,14.5,8,北東,8,2019,08,06,1977
83216,大分県,大分（オオイタ）,47815,2022,08,10,17,00,5.0,4,西北西,4,15,26,4,,,25.0,8,西北西,8,1945,09,18,21.5,8,北,8,1911,08,15,1887
83341,大分県,犬飼（イヌカイ）,,2022,08,10,17,00,2.4,4,南,4,09,47,4,,,16,8,北,8,2004,10,20,12,8,北,8,2003,08,08,1977
83371,大分県,竹田（タケタ）,,2022,08,10,17,00,3.6,4,東北東,4,16,52,4,,,12,8,南,8,1991,09,27,10.4,8,北東,8,2019,08,06,1977
83401,大分県,佐伯（サイキ）,,2022,08,10,17,00,5.4,4,南南西,4,17,00,4,,,18,8,南南東,8,2004,09,07,16,8,南南東,8,2004,08,30,1977
83431,大分県,宇目（ウメ）,,2022,08,10,17,00,3.2,4,南南西,4,14,55,4,,,11.3,8,南,8,2015,08,25,11.3,8,南,8,2015,08,25,1977
83476,大分県,蒲江（カマエ）,,2022,08,10,17,00,4.0,4,南,4,15,01,4,,,28,8,南南東,8,2004,08,30,28,8,南南東,8,2004,08,30,1977
84012,長崎県,鰐浦（ワニウラ）,,2022,08,10,17,00,7.7,4,西,4,10,26,4,,,29.7,8,東,8,2020,09,07,22,8,東,8,2002,08,31,1995
84072,長崎県,厳原（イヅハラ）,47800,2022,08,10,17,00,7.5,4,南南西,4,09,59,4,,,31.4,8,南東,8,2020,09,07,27.1,8,南南東,8,2004,08,19,1886
84076,長崎県,美津島（ミツシマ）,,2022,08,10,17,00,4.7,4,西南西,4,10,43,4,,,31.0,8,東南東,8,2020,09,07,27,8,南,8,2004,08,19,2003
84121,長崎県,芦辺（アシベ）,,2022,08,10,17,00,3.5,4,西南西,4,14,26,4,,,18,8,北西,8,1991,09,27,13.8,8,北北東,8,2015,08,25,1977
84122,長崎県,石田（イシダ）,,2022,08,10,17,00,6.4,4,南南西,4,09,47,4,,,29.5,8,南,8,2020,09,03,21,8,南,8,2004,08,19,2003
84171,長崎県,平戸（ヒラド）,47805,2022,08,10,17,00,6.3,4,南,4,11,35,4,,,36.8,8,北西,8,1942,08,27,36.8,8,北西,8,1942,08,27,1940
84183,長崎県,松浦（マツウラ）,,2022,08,10,17,00,4.3,4,南南西,4,11,29,4,,,16.5,8,南東,8,2020,09,07,13.0,8,北北東,8,2015,08,25,2011
84266,長崎県,佐世保（サセボ）,47812,2022,08,10,17,00,6.4,4,西南西,4,13,17,4,,,29.8,8,北,8,1951,10,14,20.5,8,北北西,8,2004,08,30,1946
84306,長崎県,西海（サイカイ）,,2022,08,10,17,00,3.9,4,西南西,4,13,57,4,,,14.9,8,西南西,8,2021,09,17,10.8,8,西南西,8,2021,08,14,2021
84341,長崎県,有川（アリカワ）,,2022,08,10,17,00,4.5,4,南南東,4,16,03,4,,,24,8,北,8,2006,09,17,22,8,北北東,8,2004,08,30,1977
84371,長崎県,大村（オオムラ）,,2022,08,10,17,00,7.7,4,西南西,4,15,00,4,,,42,8,南東,8,2006,09,17,22,8,北西,8,2004,08,30,1996
84496,長崎県,長崎（ナガサキ）,47817,2022,08,10,17,00,3.9,4,南西,4,13,48,4,,,43.5,8,南南東,8,1900,08,24,43.5,8,南南東,8,1900,08,24,1878
84519,長崎県,雲仙岳（ウンゼンダケ）,47818,2022,08,10,17,00,4.6,4,南西,4,05,39,4,,,60.0,8,東南東,8,1942,08,27,60.0,8,東南東,8,1942,08,27,1924
84523,長崎県,島原（シマバラ）,,2022,08,10,17,00,4.0,4,南東,4,13,27,4,,,28,8,南南東,8,2006,09,17,18,8,北西,8,2007,08,02,2006
84536,長崎県,福江（フクエ）,47843,2022,08,10,17,00,5.6,4,南,4,13,29,4,,,31.3,8,南,8,1987,08,31,31.3,8,南,8,1987,08,31,1962
84537,長崎県,上大津（カミオオヅ）,,2022,08,10,17,00,5.9,4,南南西,4,12,19,4,,,29.7,8,南,8,2020,09,02,27,8,南,8,2004,08,19,2003
84561,長崎県,口之津（クチノツ）,,2022,08,10,17,00,3.8,4,西南西,4,13,02,4,,,25,8,南,8,1991,09,27,19,4,南南東,4,1993,08,10,1976
84597,長崎県,脇岬（ワキミサキ）,,2022,08,10,17,00,3.3,4,西南西,4,16,56,4,,,16.8,8,西南西,8,2021,09,17,10.2,8,西南西,8,2021,08,14,2021
85033,佐賀県,唐津（カラツ）,,2022,08,10,17,00,4.9,4,北西,4,14,54,4,,,16.8,8,北,8,2017,10,22,16.8,8,北,8,2015,08,25,2010
85116,佐賀県,伊万里（イマリ）,,2022,08,10,17,00,5.2,4,西南西,4,13,40,4,,,21,8,西北西,8,1991,09,27,16,8,北西,8,2004,08,30,1977
85142,佐賀県,佐賀（サガ）,47813,2022,08,10,17,00,6.4,4,南,4,15,48,4,,,32.7,8,南,8,1930,07,18,27.7,8,南東,8,1942,08,27,1890
85161,佐賀県,嬉野（ウレシノ）,,2022,08,10,17,00,3.9,4,南南東,4,10,24,4,,,18.6,8,南南東,8,2020,09,07,18,8,南,8,1987,08,31,1977
85166,佐賀県,白石（シロイシ）,,2022,08,10,17,00,6.9,4,南東,4,14,19,4,,,22.0,8,南東,8,2020,09,07,17.7,8,北,8,2015,08,25,1977
85176,佐賀県,川副（カワソエ）,,2022,08,10,17,00,6.1,4,南南西,4,15,57,4,,,35,4,南南東,4,2006,09,17,24.0,8,北北東,8,2015,08,25,2003
86006,熊本県,鹿北（カホク）,,2022,08,10,17,00,2.1,4,南東,4,12,25,4,,,29,8,///,8,1991,09,27,19.3,8,南南東,8,2015,08,25,1977
86066,熊本県,南小国（ミナミオグニ）,,2022,08,10,17,00,3.3,4,南南東,4,13,15,4,,,14.5,8,南南東,8,2015,08,25,14.5,8,南南東,8,2015,08,25,1977
86086,熊本県,岱明（タイメイ）,,2022,08,10,17,00,3.5,4,南,4,09,46,4,,,19,8,南南西,8,2004,09,07,17.2,8,東北東,8,2015,08,25,1977
86101,熊本県,菊池（キクチ）,,2022,08,10,17,00,3.3,4,南西,4,16,31,4,,,25,8,南,8,2004,09,07,24.7,8,南南東,8,2015,08,25,1977
86111,熊本県,阿蘇乙姫（アソオトヒメ）,,2022,08,10,17,00,4.5,4,南西,4,14,32,4,,,18,8,南西,8,2004,09,07,16.1,8,北東,8,2019,08,06,1978
86141,熊本県,熊本（クマモト）,47819,2022,08,10,17,00,5.0,4,南西,4,15,22,4,,,38.7,8,東,8,1902,08,10,38.7,8,東,8,1902,08,10,1890
86146,熊本県,益城（マシキ）,,2022,08,10,17,00,4.2,4,西南西,4,15,56,4,,,26,8,南南西,8,2004,09,07,23.8,8,東,8,2015,08,25,2003
86157,熊本県,南阿蘇（ミナミアソ）,,2022,08,10,17,00,3.1,4,西,4,14,11,4,,,16.7,8,東南東,8,2020,09,06,14.6,8,東南東,8,2015,08,25,2015
86161,熊本県,高森（タカモリ）,,2022,08,10,17,00,4.1,4,西,4,14,50,4,,,14.9,8,西南西,8,2017,07,04,12.4,8,東北東,8,2015,08,25,1977
86216,熊本県,三角（ミスミ）,,2022,08,10,17,00,2.6,4,南西,4,14,40,4,,,23.1,8,南西,8,2017,07,04,21.0,8,南南西,8,2015,08,25,1977
86236,熊本県,甲佐（コウサ）,,2022,08,10,17,00,2.8,4,西南西,4,12,26,4,,,18,8,東南東,8,1999,09,24,15.2,8,東南東,8,2015,08,25,1977
86271,熊本県,松島（マツシマ）,,2022,08,10,17,00,3.9,4,南,4,10,19,4,,,19.1,8,北東,8,2015,08,25,19.1,8,北東,8,2015,08,25,1977
86316,熊本県,本渡（ホンド）,,2022,08,10,17,00,4.1,4,南南東,4,09,47,4,,,23,8,東北東,8,1999,09,24,17.2,8,北北東,8,2015,08,25,1977
86336,熊本県,八代（ヤツシロ）,,2022,08,10,17,00,3.0,4,西南西,4,14,16,4,,,19.1,8,南,8,2015,08,25,19.1,8,南,8,2015,08,25,1977
86451,熊本県,水俣（ミナマタ）,,2022,08,10,17,00,2.8,4,北西,4,15,07,4,,,17.6,8,東,8,2015,08,25,17.6,8,東,8,2015,08,25,1977
86467,熊本県,人吉（ヒトヨシ）,47824,2022,08,10,17,00,2.6,4,西,4,14,02,4,,,34.7,8,南南東,8,1965,08,06,34.7,8,南南東,8,1965,08,06,1943
86477,熊本県,上（ウエ）,,2022,08,10,17,00,5.0,4,南南東,4,16,04,4,,,19,8,南,8,2004,09,07,18,8,南東,8,1992,08,08,1977
86491,熊本県,牛深（ウシブカ）,47838,2022,08,10,17,00,4.2,4,南南西,4,13,00,4,,,37.3,8,東北東,8,1965,08,06,37.3,8,東北東,8,1965,08,06,1949
87041,宮崎県,高千穂（タカチホ）,,2022,08,10,17,00,3.3,4,南南東,4,16,42,4,,,13,8,南東,8,2005,09,06,13,8,東南東,8,2004,08,30,1977
87066,宮崎県,古江（フルエ）,,2022,08,10,17,00,3.8,4,南南東,4,13,11,4,,,21.5,8,北,8,2018,09,30,19.2,4,南,4,2015,08,25,1977
87071,宮崎県,鞍岡（クラオカ）,,2022,08,10,17,00,2.1,4,東北東,4,10,53,4,,,12,8,南南西,8,1999,09,24,10,8,南南東,8,2004,08,30,1979
87141,宮崎県,延岡（ノベオカ）,47822,2022,08,10,17,00,4.5,4,東北東,4,12,11,4,,,23.7,8,南,8,2004,09,07,23.7,8,南南東,8,1965,08,06,1961
87181,宮崎県,日向（ヒュウガ）,,2022,08,10,17,00,2.6,4,東南東,4,14,17,4,,,18,8,東南東,8,1993,09,03,16,8,北東,8,2007,08,02,1977
87206,宮崎県,神門（ミカド）,,2022,08,10,17,00,2.0,4,南南東,4,12,55,4,,,9,8,東南東,8,1991,09,27,8.3,8,南東,8,2015,08,25,1979
87231,宮崎県,西米良（ニシメラ）,,2022,08,10,17,00,5.8,4,南西,4,14,56,4,,,16,8,西,8,1989,07,28,15,8,西,8,2002,08,31,1979
87293,宮崎県,高鍋（タカナベ）,,2022,08,10,17,00,3.8,4,南南東,4,13,26,4,,,16.2,8,南,8,2019,08,06,16.2,8,南,8,2019,08,06,2017
87301,宮崎県,加久藤（カクトウ）,,2022,08,10,17,00,4.4,4,西南西,4,16,13,4,,,17.7,8,北北西,8,2018,09,30,14,8,東南東,8,2004,08,30,1977
87331,宮崎県,西都（サイト）,,2022,08,10,17,00,4.9,4,南東,4,13,48,4,,,23,8,南東,8,2004,08,30,23,8,南東,8,2004,08,30,1977
87352,宮崎県,小林（コバヤシ）,,2022,08,10,17,00,5.2,4,南南東,4,16,23,4,,,22,8,東,8,2005,09,06,20,8,東南東,8,2004,08,30,2000
87376,宮崎県,宮崎（ミヤザキ）,47830,2022,08,10,17,00,6.2,4,東南東,4,16,26,4,,,39.2,8,南南東,8,1945,09,17,29.5,8,西南西,8,1945,08,27,1886
87406,宮崎県,田野（タノ）,,2022,08,10,17,00,4.0,4,東南東,4,13,34,4,,,22.9,8,北北東,8,2018,09,30,14.1,8,東,8,2017,08,06,2017
87412,宮崎県,赤江（アカエ）,,2022,08,10,17,00,6.8,4,南東,4,15,20,4,,,31,8,南東,8,2004,08,30,31,8,南東,8,2004,08,30,2003
87426,宮崎県,都城（ミヤコノジョウ）,47829,2022,08,10,17,00,5.1,4,南,4,15,39,4,,,35.0,8,南南東,8,1945,09,17,27.3,8,南南東,8,1942,08,27,1942
87492,宮崎県,油津（アブラツ）,47835,2022,08,10,17,00,4.4,4,西北西,4,06,53,4,,,37.0,8,南東,8,2004,08,30,37.0,8,南東,8,2004,08,30,1949
87501,宮崎県,串間（クシマ）,,2022,08,10,17,00,4.9,4,南南西,4,14,08,4,,,21.0,8,東北東,8,2018,09,30,19,8,東南東,8,2004,08,30,1977
88061,鹿児島県,阿久根（アクネ）,47823,2022,08,10,17,00,4.1,4,西南西,4,10,53,4,,,33.7,8,西,8,1965,08,06,33.7,8,西,8,1965,08,06,1939
88081,鹿児島県,大口（オオクチ）,,2022,08,10,17,00,2.9,4,南,4,16,59,4,,,19.4,8,東南東,8,2015,08,25,19.4,8,東南東,8,2015,08,25,1977
88107,鹿児島県,さつま柏原（サツマカシワバル）,,2022,08,10,17,00,3.7,4,南西,4,15,23,4,,,18,8,南南西,8,2004,09,07,16,8,///,8,1985,08,31,1976
88131,鹿児島県,中甑（ナカコシキ）,,2022,08,10,17,00,2.2,4,西,4,16,03,4,,,16.8,8,東南東,8,2020,09,06,15.3,8,西,8,2015,08,25,1977
88151,鹿児島県,川内（センダイ）,,2022,08,10,17,00,4.2,4,西北西,4,14,01,4,,,25.4,8,南南東,8,2015,08,25,25.4,8,南南東,8,2015,08,25,1977
88166,鹿児島県,溝辺（ミゾベ）,,2022,08,10,17,00,7.1,4,南南西,4,15,09,4,,,24,8,東南東,8,2005,09,06,24,8,南南東,8,1996,08,14,1995
88261,鹿児島県,東市来（ヒガシイチキ）,,2022,08,10,17,00,3.2,4,西北西,4,13,50,4,,,19.9,8,東南東,8,2015,08,25,19.9,8,東南東,8,2015,08,25,1977
88286,鹿児島県,牧之原（マキノハラ）,,2022,08,10,17,00,2.9,4,南,4,15,10,4,,,20.4,8,東南東,8,2015,08,25,20.4,8,東南東,8,2015,08,25,1977
88317,鹿児島県,鹿児島（カゴシマ）,47827,2022,08,10,17,00,6.4,4,西北西,4,14,47,4,,,39.3,8,南南東,8,1942,08,27,39.3,8,南南東,8,1942,08,27,1883
88331,鹿児島県,輝北（キホク）,,2022,08,10,17,00,3.6,4,南南東,4,14,54,4,,,19,8,///,8,1993,09,03,16,8,東南東,8,2004,08,30,1977
88371,鹿児島県,加世田（カセダ）,,2022,08,10,17,00,4.1,4,北西,4,13,28,4,,,20.0,8,東南東,8,2015,08,25,20.0,8,東南東,8,2015,08,25,1977
88406,鹿児島県,志布志（シブシ）,,2022,08,10,17,00,4.9,4,東南東,4,14,38,4,,,27,8,東南東,8,1993,09,03,19,8,東南東,8,2004,08,30,1977
88432,鹿児島県,喜入（キイレ）,,2022,08,10,17,00,1.9,4,北北東,4,08,20,4,,,24.4,8,北,8,2016,09,20,18,8,///,8,1992,08,08,1977
88442,鹿児島県,鹿屋（カノヤ）,,2022,08,10,17,00,4.1,4,西南西,4,16,36,4,,,20,8,///,8,1989,07,27,15,4,東,4,1985,08,31,1977
88447,鹿児島県,肝付前田（キモツキマエダ）,,2022,08,10,17,00,3.3,4,南,4,16,04,4,,,40,4,///,4,1979,09,30,21,8,南西,8,2004,08,30,1977
88466,鹿児島県,枕崎（マクラザキ）,47831,2022,08,10,17,00,5.0,4,南西,4,16,06,4,,,42.5,8,南,8,1951,10,14,37.2,8,南南東,8,1942,08,27,1923
88486,鹿児島県,指宿（イブスキ）,,2022,08,10,17,00,3.3,4,南西,4,16,43,4,,,26.4,8,北西,8,2016,09,20,26,8,///,8,1985,08,31,1977
88506,鹿児島県,内之浦（ウチノウラ）,,2022,08,10,17,00,3.8,4,東北東,4,09,39,4,,,23.6,8,西南西,8,2016,09,20,14.8,8,東北東,8,2017,08,06,1977
88536,鹿児島県,田代（タシロ）,,2022,08,10,17,00,4.2,4,西北西,4,13,41,4,,,28,8,東南東,8,1993,09,03,20,8,南東,8,2004,08,30,1977
88612,鹿児島県,種子島（タネガシマ）,47837,2022,08,10,17,00,3.6,4,北北西,4,11,45,4,,,42.5,8,西南西,8,1964,09,24,32.1,8,西南西,8,1954,08,18,1948
88621,鹿児島県,中種子（ナカタネ）,,2022,08,10,17,00,3.2,4,南西,4,12,16,4,,,29.8,8,西北西,8,2018,09,30,24.2,8,東南東,8,2012,08,01,2006
88666,鹿児島県,上中（カミナカ）,,2022,08,10,17,00,2.4,4,南南西,4,02,34,4,,,25,8,///,8,1980,10,14,23,8,///,8,1985,08,31,1977
88686,鹿児島県,屋久島（ヤクシマ）,47836,2022,08,10,17,00,4.2,4,北,4,11,13,4,,,50.2,8,東北東,8,1964,09,24,47.3,8,東北東,8,1943,08,19,1937
88706,鹿児島県,尾之間（オノアイダ）,,2022,08,10,17,00,3.0,4,西北西,4,06,52,4,,,32,8,東,8,1996,07,18,28,8,///,8,1985,08,30,1977
88736,鹿児島県,中之島（ナカノシマ）,,2022,08,10,17,00,2.3,4,西南西,4,14,34,4,,,29.0,8,北東,8,2020,09,06,27.9,8,北東,8,2018,08,21,2002
88821,鹿児島県,笠利（カサリ）,,2022,08,10,17,00,3.5,4,南東,4,00,10,4,,,40.0,4,南南東,4,2018,09,30,30,8,南東,8,2003,08,07,2003
88836,鹿児島県,名瀬（ナゼ）,47909,2022,08,10,17,00,3.6,4,南,4,13,20,4,,,33.7,8,北,8,1964,09,24,32.7,8,東南東,8,1970,08,13,1896
88851,鹿児島県,喜界島（キカイジマ）,,2022,08,10,17,00,4.0,4,北東,4,11,08,4,,,36,8,西北西,8,2005,09,05,30.3,8,西北西,8,2018,08,21,2000
88901,鹿児島県,古仁屋（コニヤ）,,2022,08,10,17,00,6.2,4,南南東,4,11,39,4,,,28.8,8,東南東,8,2018,09,29,24,8,南南西,8,1993,08,09,1977
88931,鹿児島県,天城（アマギ）,,2022,08,10,17,00,3.9,4,西北西,4,12,03,4,,,41.9,8,北北西,8,2012,09,29,27,8,西,8,2003,08,07,2003
88956,鹿児島県,伊仙（イセン）,,2022,08,10,17,00,3.4,4,東,4,15,05,4,,,28.7,8,南東,8,2018,09,29,24,8,東南東,8,2003,08,07,1977
88971,鹿児島県,沖永良部（オキノエラブ）,47942,2022,08,10,17,00,4.0,4,東,4,12,15,4,,,41.4,8,北北西,8,2012,09,29,36.9,8,南東,8,2000,08,08,1969
88986,鹿児島県,与論島（ヨロンジマ）,,2022,08,10,17,00,4.5,4,南東,4,11,41,4,,,42.1,8,東南東,8,2012,09,16,27.6,8,東南東,8,2011,08,05,2000
91011,沖縄県,伊是名（イゼナ）,,2022,08,10,17,00,4.0,4,東北東,4,17,00,4,,,39.7,4,東,4,2010,08,31,39.7,4,東,4,2010,08,31,1977
91021,沖縄県,奥（オク）,,2022,08,10,17,00,4.2,4,東,4,11,40,4,,,32.8,8,東,8,2012,09,16,26.3,8,東,8,2010,08,31,1977
91107,沖縄県,名護（ナゴ）,47940,2022,08,10,17,00,4.6,4,南東,4,12,03,4,,,36.2,8,南,8,2011,05,28,33.5,8,西北西,8,2010,08,31,1972
91141,沖縄県,北原（キタハラ）,,2022,08,10,17,00,6.9,4,南東,4,00,06,4,,,48.1,8,南東,8,2016,10,04,40.7,8,南,8,2015,08,24,2003
91146,沖縄県,久米島（クメジマ）,47929,2022,08,10,17,00,4.2,4,南東,4,00,09,4,,,43.7,8,南東,8,1968,09,23,29.4,8,南南西,8,2015,08,24,1958
91166,沖縄県,宮城島（ミヤギジマ）,,2022,08,10,17,00,4.5,4,南東,4,12,03,4,,,40.5,8,北北東,8,2012,09,16,32.2,4,東,4,2011,08,05,2007
91181,沖縄県,渡嘉敷（トカシキ）,,2022,08,10,17,00,5.0,4,南東,4,00,28,4,,,37,4,///,4,1987,08,30,37,4,///,4,1987,08,30,1977
