観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),今日の最高気温(℃),今日の最高気温の品質情報,今日の最高気温起時（時）,今日の最高気温起時（分）,今日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（昨日まで）,今年の最高気温（昨日まで）の品質情報,今年の最高気温（昨日まで）を観測した起日（年）,今年の最高気温（昨日まで）を観測した起日（月）,今年の最高気温（昨日まで）を観測した起日（日）,昨日までの観測史上1位の値（℃）,昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値を観測した起日（年）,昨日までの観測史上1位の値を観測した起日（月）,昨日までの観測史上1位の値を観測した起日（日）,昨日までの8月の1位の値,昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の起日（年）,昨日までの8月の1位の値の起日（月）,昨日までの8月の1位の値の起日（日）,統計開始年
65201,和歌山県,川辺（カワベ）,,2022,08,10,17,00,33.0,4,13,48,4,+0.7,+0.2,88,0,,,0,36.2,4,2022,08,03,38.4,8,2020,08,17,38.4,8,2020,08,17,1999
65256,和歌山県,栗栖川（クリスガワ）,,2022,08,10,17,00,33.5,4,14,50,4,+1.6,-0.7,88,0,,,0,38.0,4,2022,08,05,39.3,8,2013,08,11,39.3,8,2013,08,11,1979
65276,和歌山県,新宮（シングウ）,,2022,08,10,17,00,33.0,4,14,35,4,+1.8,-0.3,88,0,,,0,37.6,4,2022,08,04,38.4,8,2016,08,22,38.4,8,2016,08,22,1979
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2022,08,10,17,00,32.1,4,12,43,4,+0.5,+0.2,88,0,,,0,34.2,4,2022,08,04,37.5,8,2020,08,15,37.5,8,2020,08,15,2006
65306,和歌山県,西川（ニシカワ）,,2022,08,10,17,00,33.2,4,13,37,4,+1.7,+0.5,88,0,,,0,36.3,4,2022,08,03,38.9,8,2020,08,16,38.9,8,2020,08,16,1979
65356,和歌山県,潮岬（シオノミサキ）,47778,2022,08,10,17,00,32.0,4,13,11,4,+2.1,+0.3,88,0,,,1,31.7,4,2022,08,09,36.1,8,2020,08,16,36.1,8,2020,08,16,1913
66046,岡山県,上長田（カミナガタ）,,2022,08,10,17,00,30.3,4,12,20,4,+0.7,-2.9,88,0,,,0,33.4,4,2022,07,02,34.9,8,1994,08,07,34.9,8,1994,08,07,1978
66091,岡山県,千屋（チヤ）,,2022,08,10,17,00,29.6,4,13,19,4,+0.4,-3.0,88,0,,,0,34.7,4,2022,07,01,34.9,8,2020,08,19,34.9,8,2020,08,19,1978
66127,岡山県,奈義（ナギ）,,2022,08,10,17,00,31.9,4,11,30,4,+0.2,-1.8,8,1,,,0,36.2,4,2022,07,01,37.2,8,1994,08,06,37.2,8,1994,08,06,1977
66136,岡山県,今岡（イマオカ）,,2022,08,10,17,00,,1,,,,,,,,,,,36.0,4,2022,07,01,38.5,8,1994,08,07,38.5,8,1994,08,07,1978
66171,岡山県,久世（クセ）,,2022,08,10,17,00,33.1,4,12,43,4,-0.1,-2.6,8,2,,,0,37.7,4,2022,07,01,39.3,8,1994,08,07,39.3,8,1994,08,07,1978
66186,岡山県,津山（ツヤマ）,47756,2022,08,10,17,00,33.6,4,13,00,4,+1.0,-2.3,88,0,,,0,36.5,4,2022,07,01,38.4,8,2018,08,05,38.4,8,2018,08,05,1943
66221,岡山県,新見（ニイミ）,,2022,08,10,17,00,31.9,4,13,31,4,+1.1,-2.1,88,0,,,0,35.1,4,2022,07,01,36.8,8,1994,08,07,36.8,8,1994,08,07,1978
66296,岡山県,福渡（フクワタリ）,,2022,08,10,17,00,34.2,4,14,43,4,+1.2,-1.6,88,0,,,0,36.4,4,2022,07,01,39.0,8,1994,07,16,38.3,8,1994,08,08,1979
66306,岡山県,和気（ワケ）,,2022,08,10,17,00,33.3,4,14,32,4,+0.8,-0.8,88,0,,,0,35.4,4,2022,08,02,37.9,8,2016,08,08,37.9,8,2016,08,08,1979
66336,岡山県,高梁（タカハシ）,,2022,08,10,17,00,34.6,4,15,21,4,+1.0,-1.2,88,0,,,0,37.0,4,2022,07,01,39.3,8,2020,08,21,39.3,8,2020,08,21,1979
66346,岡山県,日応寺（ニチオウジ）,,2022,08,10,17,00,32.4,4,13,51,4,+0.4,-1.2,88,0,,,0,34.4,4,2022,08,01,37.0,8,2018,07,24,36.4,8,2021,08,08,2003
66408,岡山県,岡山（オカヤマ）,47768,2022,08,10,17,00,34.9,4,14,54,4,+1.1,-1.5,88,0,,,0,36.8,4,2022,08,01,39.3,8,1994,08,07,39.3,8,1994,08,07,1891
66421,岡山県,虫明（ムシアゲ）,,2022,08,10,17,00,34.5,4,14,28,4,+2.2,-0.8,88,0,,,0,36.0,4,2022,07,01,37.4,8,2004,07,30,37.3,8,2019,08,13,1979
66446,岡山県,倉敷（クラシキ）,,2022,08,10,17,00,34.9,4,14,41,4,+2.3,-0.3,88,0,,,0,35.8,4,2022,08,01,37.1,8,1994,08,08,37.1,8,1994,08,08,1979
66481,岡山県,笠岡（カサオカ）,,2022,08,10,17,00,34.7,4,12,51,4,+1.4,-0.8,88,0,,,0,36.7,4,2022,07,02,38.0,8,2021,08,05,38.0,8,2021,08,05,1979
66501,岡山県,玉野（タマノ）,,2022,08,10,17,00,34.2,4,13,59,4,+1.8,-2.5,88,0,,,0,36.7,4,2022,08,09,38.2,8,1995,08,19,38.2,8,1995,08,19,1976
67016,広島県,高野（タカノ）,,2022,08,10,17,00,29.8,4,13,39,4,+0.7,-1.8,88,0,,,0,33.7,4,2022,07,01,34.3,8,1994,08,07,34.3,8,1994,08,07,1978
67106,広島県,三次（ミヨシ）,,2022,08,10,17,00,34.4,4,12,51,4,+1.8,-1.6,88,0,,,0,37.6,4,2022,07,01,37.9,8,2018,07,16,37.8,8,2018,08,03,1978
67116,広島県,庄原（ショウバラ）,,2022,08,10,17,00,33.6,4,13,36,4,+1.9,-0.8,88,0,,,0,36.5,4,2022,07,02,38.1,8,2021,08,05,38.1,8,2021,08,05,1976
67151,広島県,大朝（オオアサ）,,2022,08,10,17,00,32.0,4,12,46,4,+1.9,-2.1,88,0,,,0,35.7,4,2022,07,01,36.2,8,2018,07,15,35.5,8,2020,08,19,1977
67191,広島県,油木（ユキ）,,2022,08,10,17,00,31.6,4,14,25,4,+2.2,-0.1,88,0,,,0,32.6,4,2022,07,01,34.6,8,1994,07,17,34.0,8,2008,08,01,1978
67212,広島県,加計（カケ）,,2022,08,10,17,00,35.1,4,11,30,4,+2.3,-0.4,88,0,,,0,37.4,4,2022,07,01,38.8,8,2018,08,05,38.8,8,2018,08,05,1978
67292,広島県,三入（ミイリ）,,2022,08,10,17,00,33.3,4,15,00,4,+0.3,-1.0,88,0,,,0,36.7,4,2022,07,01,38.9,8,1994,07,16,38.1,8,2020,08,21,1979
67316,広島県,世羅（セラ）,,2022,08,10,17,00,31.5,4,16,21,4,+0.2,-1.0,88,0,,,0,35.1,4,2022,07,01,37.4,8,1994,08,07,37.4,8,1994,08,07,1977
67326,広島県,府中（フチュウ）,,2022,08,10,17,00,34.5,4,14,24,4,+1.0,-1.2,88,0,,,0,37.2,4,2022,07,02,38.5,8,2007,08,17,38.5,8,2007,08,17,1979
67376,広島県,東広島（ヒガシヒロシマ）,,2022,08,10,17,00,32.5,4,15,17,4,+0.5,-0.9,88,0,,,0,35.0,4,2022,07,01,37.0,8,1994,07,17,36.7,8,2001,08,02,1979
67386,広島県,本郷（ホンゴウ）,,2022,08,10,17,00,31.9,4,15,48,4,+0.9,-0.4,88,0,,,0,33.8,4,2022,07,02,36.3,8,2018,07,24,35.8,8,2013,08,12,2003
67401,広島県,福山（フクヤマ）,47767,2022,08,10,17,00,34.5,4,14,34,4,+1.2,-0.8,88,0,,,0,37.7,4,2022,07,02,38.5,8,2021,08,05,38.5,8,2021,08,05,1942
67421,広島県,廿日市津田（ハツカイチツタ）,,2022,08,10,17,00,31.5,4,15,15,4,+0.2,-1.9,8,1,,,0,35.4,4,2022,07,01,37.4,8,1994,07,16,36.7,8,2013,08,11,1978
67437,広島県,広島（ヒロシマ）,47765,2022,08,10,17,00,34.4,4,15,59,4,+1.1,-1.3,88,0,,,0,37.1,4,2022,07,29,38.7,8,1994,07,17,38.1,8,1924,08,05,1879
67461,広島県,竹原（タケハラ）,,2022,08,10,17,00,31.3,4,13,07,4,+1.1,0.0,88,0,,,0,33.2,4,2022,07,29,34.8,8,2017,08,06,34.8,8,2017,08,06,1979
67471,広島県,生口島（イクチジマ）,,2022,08,10,17,00,34.6,4,14,03,4,+2.3,0.0,88,0,,,0,35.9,4,2022,07,29,37.5,8,2021,08,05,37.5,8,2021,08,05,1979
67496,広島県,大竹（オオタケ）,,2022,08,10,17,00,35.4,4,15,43,4,+2.2,-1.8,88,0,,,0,37.2,4,2022,08,09,38.0,8,2020,08,30,38.0,8,2020,08,30,1979
67511,広島県,呉（クレ）,47766,2022,08,10,17,00,33.8,4,14,20,4,+1.8,-0.3,88,0,,,0,34.5,4,2022,07,02,37.8,8,1948,08,20,37.8,8,1948,08,20,1894
67576,広島県,呉市蒲刈（クレシカマガリ）,,2022,08,10,17,00,33.0,4,14,08,4,+1.3,+0.4,88,0,,,0,34.7,4,2022,07,29,36.2,8,2019,08,13,36.2,8,2019,08,13,2009
68022,島根県,西郷（サイゴウ）,47740,2022,08,10,17,00,29.2,4,16,04,4,-1.2,-2.3,8,3,,,0,34.5,4,2022,08,01,35.8,8,1994,08,14,35.8,8,1994,08,14,1939
68046,島根県,西郷岬（サイゴウミサキ）,,2022,08,10,17,00,28.7,4,16,28,4,-1.2,-3.3,7,3,,,0,33.8,4,2022,08,01,35.3,8,2018,08,13,35.3,8,2018,08,13,2003
68056,島根県,海士（アマ）,,2022,08,10,17,00,30.0,4,08,53,4,-0.5,-1.8,8,2,,,0,35.9,4,2022,08,01,35.9,8,2022,08,01,35.9,8,2022,08,01,1978
68091,島根県,鹿島（カシマ）,,2022,08,10,17,00,33.1,4,10,47,4,+1.8,-1.6,88,0,,,0,36.9,4,2022,08,01,37.5,8,2010,08,05,37.5,8,2010,08,05,1978
68121,島根県,斐川（ヒカワ）,,2022,08,10,17,00,34.5,4,12,14,4,+2.3,0.0,88,0,,,0,36.8,4,2022,08,01,37.9,8,2018,08,22,37.9,8,2018,08,22,2003
68132,島根県,松江（マツエ）,47741,2022,08,10,17,00,35.7,4,10,49,4,+3.5,+0.5,88,0,,,0,37.5,4,2022,08,01,38.5,8,1994,08,01,38.5,8,1994,08,01,1940
68156,島根県,出雲（イズモ）,,2022,08,10,17,00,32.2,4,10,48,4,+0.3,-2.1,88,0,,,0,37.1,4,2022,08,01,38.4,8,2017,08,06,38.4,8,2017,08,06,1978
68246,島根県,大田（オオダ）,,2022,08,10,17,00,34.4,4,12,07,4,+1.7,-0.7,88,0,,,0,36.2,4,2022,08,01,39.2,8,2021,08,06,39.2,8,2021,08,06,1978
68261,島根県,掛合（カケヤ）,,2022,08,10,17,00,33.4,4,12,39,4,+2.0,-1.6,88,0,,,0,37.0,4,2022,07,02,37.2,8,2021,08,06,37.2,8,2021,08,06,1978
68276,島根県,横田（ヨコタ）,,2022,08,10,17,00,32.6,4,12,38,4,+1.8,-1.0,88,0,,,0,35.6,4,2022,07,02,36.3,8,2010,08,19,36.3,8,2010,08,19,1978
68306,島根県,赤名（アカナ）,,2022,08,10,17,00,30.6,4,12,40,4,+0.8,-1.4,88,0,,,0,33.3,4,2022,07,01,35.1,8,2018,07,16,35.0,8,1994,08,06,1978
68351,島根県,川本（カワモト）,,2022,08,10,17,00,34.0,4,11,28,4,+1.8,-0.9,88,0,,,0,36.1,4,2022,07,02,37.9,8,2021,08,06,37.9,8,2021,08,06,1978
68376,島根県,浜田（ハマダ）,47755,2022,08,10,17,00,32.6,4,10,56,4,+1.5,0.0,88,0,,,0,36.0,4,2022,08,01,38.5,8,2017,08,06,38.5,8,2017,08,06,1893
68401,島根県,瑞穂（ミズホ）,,2022,08,10,17,00,32.2,4,10,52,4,+1.1,-1.3,88,0,,,0,36.1,4,2022,07,01,36.5,8,1994,08,08,36.5,8,1994,08,08,1978
68431,島根県,弥栄（ヤサカ）,,2022,08,10,17,00,31.9,4,11,48,4,+1.8,-0.1,88,0,,,0,35.0,4,2022,07,02,35.8,8,2021,08,06,35.8,8,2021,08,06,1978
68456,島根県,高津（タカツ）,,2022,08,10,17,00,33.9,4,11,24,4,+2.9,-0.2,88,0,,,0,35.4,4,2022,08,02,35.8,8,2012,08,01,35.8,8,2012,08,01,2003
68462,島根県,益田（マスダ）,,2022,08,10,17,00,34.6,4,13,18,4,+1.9,-1.2,88,0,,,0,36.8,4,2022,08,01,39.3,8,2017,08,06,39.3,8,2017,08,06,1978
68516,島根県,津和野（ツワノ）,,2022,08,10,17,00,34.5,4,13,12,4,+1.6,-0.2,88,0,,,0,37.7,4,2022,07,02,38.2,8,2018,08,14,38.2,8,2018,08,14,1978
68541,島根県,吉賀（ヨシカ）,,2022,08,10,17,00,33.4,4,13,59,4,+1.9,-0.2,88,0,,,0,35.8,4,2022,07,01,36.8,8,2020,08,19,36.8,8,2020,08,19,2006
69006,鳥取県,境（サカイ）,47742,2022,08,10,17,00,34.0,4,11,47,4,+2.0,-2.0,88,0,,,0,38.5,4,2022,08,01,38.5,8,2022,08,01,38.5,8,2022,08,01,1883
69021,鳥取県,塩津（シオツ）,,2022,08,10,17,00,33.9,4,11,03,4,+3.4,-0.2,88,0,,,0,37.5,4,2022,08,01,37.5,8,2022,08,01,37.5,8,2022,08,01,1977
69041,鳥取県,青谷（アオヤ）,,2022,08,10,17,00,36.2,4,11,51,4,+4.9,+2.6,88,0,,,0,38.5,4,2022,08,01,38.5,8,2022,08,01,38.5,8,2022,08,01,1978
69052,鳥取県,湖山（コヤマ）,,2022,08,10,17,00,34.0,4,12,22,4,+2.7,+0.8,88,0,,,0,36.7,4,2022,08,01,39.2,8,2018,08,23,39.2,8,2018,08,23,2003
69061,鳥取県,岩井（イワイ）,,2022,08,10,17,00,34.2,4,12,42,4,+2.8,+0.5,88,0,,,0,36.8,4,2022,08,01,37.6,8,2018,08,22,37.6,8,2018,08,22,1978
69076,鳥取県,米子（ヨナゴ）,47744,2022,08,10,17,00,35.0,4,11,51,4,+2.7,-1.7,88,0,,,0,38.9,4,2022,08,01,38.9,8,2022,08,01,38.9,8,2022,08,01,1939
69101,鳥取県,倉吉（クラヨシ）,,2022,08,10,17,00,33.1,4,12,41,4,+2.2,+0.2,88,0,,,0,36.3,4,2022,08,01,36.3,8,2022,08,01,36.3,8,2022,08,01,1978
69122,鳥取県,鳥取（トットリ）,47746,2022,08,10,17,00,33.9,4,14,06,4,+0.7,-2.1,88,0,,,0,38.3,4,2022,07,02,39.2,8,2021,08,06,39.2,8,2021,08,06,1943
69246,鳥取県,智頭（チズ）,,2022,08,10,17,00,33.3,4,13,59,4,+1.5,-1.9,88,0,,,0,35.9,4,2022,06,30,38.9,8,2018,08,05,38.9,8,2018,08,05,1978
69271,鳥取県,茶屋（チャヤ）,,2022,08,10,17,00,30.4,4,13,25,4,+1.0,-1.9,88,0,,,0,33.4,4,2022,07,02,34.9,8,2020,08,19,34.9,8,2020,08,19,1978
71066,徳島県,池田（イケダ）,,2022,08,10,17,00,34.7,4,12,16,4,+2.6,-0.7,88,0,,,0,35.9,4,2022,08,02,37.1,8,1994,07,16,37.0,8,1994,08,07,1978
71087,徳島県,穴吹（アナブキ）,,2022,08,10,17,00,35.8,4,14,05,4,+2.9,-1.7,88,0,,,0,38.0,4,2022,08,03,38.4,8,2020,08,17,38.4,8,2020,08,17,2001
71106,徳島県,徳島（トクシマ）,47895,2022,08,10,17,00,35.2,4,12,09,4,+2.6,+0.4,88,0,,,1,35.2,4,2022,07,29,38.4,8,1994,07,15,38.2,8,2013,08,11,1891
71191,徳島県,京上（キョウジョウ）,,2022,08,10,17,00,32.4,4,13,47,4,+2.3,-0.4,88,0,,,0,35.1,4,2022,06,30,35.7,8,1994,07,17,35.5,8,2021,08,05,1978
71231,徳島県,蒲生田（カモダ）,,2022,08,10,17,00,32.3,4,14,18,4,+1.1,+0.1,88,0,,,0,34.2,4,2022,07,26,36.3,8,2013,08,11,36.3,8,2013,08,11,1978
71251,徳島県,木頭（キトウ）,,2022,08,10,17,00,33.9,4,14,08,4,+2.7,-0.8,88,0,,,0,36.5,4,2022,07,01,39.0,8,2020,08,18,39.0,8,2020,08,18,1979
71266,徳島県,日和佐（ヒワサ）,,2022,08,10,17,00,32.5,4,12,50,4,+0.4,+0.2,88,0,,,0,34.3,4,2022,07,26,37.6,8,2013,08,11,37.6,8,2013,08,11,1976
71291,徳島県,海陽（カイヨウ）,,2022,08,10,17,00,34.2,4,12,58,4,+2.2,-0.6,88,0,,,0,34.8,4,2022,08,09,36.9,8,2013,08,23,36.9,8,2013,08,23,2009
72061,香川県,内海（ウチノミ）,,2022,08,10,17,00,35.4,4,13,54,4,+2.7,+0.8,88,0,,,0,36.4,4,2022,08,08,38.4,8,2000,08,21,38.4,8,2000,08,21,1978
72086,香川県,高松（タカマツ）,47891,2022,08,10,17,00,35.3,4,13,43,4,+1.9,-0.2,88,0,,,0,37.3,4,2022,07,02,38.6,8,2013,08,11,38.6,8,2013,08,11,1941
72111,香川県,多度津（タドツ）,47890,2022,08,10,17,00,35.7,4,14,39,4,+2.6,+0.4,88,0,,,0,37.4,4,2022,08,01,38.5,8,1994,07,16,38.2,8,2017,08,06,1892
72121,香川県,滝宮（タキノミヤ）,,2022,08,10,17,00,35.8,4,14,02,4,+2.3,-0.5,88,0,,,0,37.0,4,2022,07,01,37.7,8,2013,08,11,37.7,8,2013,08,11,1978
72126,香川県,香南（コウナン）,,2022,08,10,17,00,34.8,4,14,28,4,+2.5,+0.5,88,0,,,0,36.8,4,2022,07,02,37.8,8,2018,08,14,37.8,8,2018,08,14,2003
72146,香川県,引田（ヒケタ）,,2022,08,10,17,00,35.0,4,16,30,4,+2.8,-1.1,88,0,,,0,36.9,4,2022,06,24,37.0,8,1984,08,13,37.0,8,1984,08,13,1978
72161,香川県,財田（サイタ）,,2022,08,10,17,00,35.9,4,13,01,4,+2.6,+0.1,88,0,,,0,36.5,4,2022,08,01,38.4,8,2017,08,06,38.4,8,2017,08,06,1978
73001,愛媛県,大三島（オオミシマ）,,2022,08,10,17,00,33.4,4,12,20,4,+1.0,-0.6,88,0,,,0,35.8,4,2022,07,01,38.0,8,1994,07,16,37.4,8,2010,08,19,1978
73076,愛媛県,今治（イマバリ）,,2022,08,10,17,00,34.0,4,16,38,4,+1.3,-0.1,88,0,,,0,35.5,4,2022,08,08,37.7,8,2008,08,03,37.7,8,2008,08,03,1976
73126,愛媛県,西条（サイジョウ）,,2022,08,10,17,00,33.6,4,14,15,4,+1.3,-0.6,88,0,,,0,36.4,4,2022,08,03,37.8,8,2020,08,14,37.8,8,2020,08,14,1978
73141,愛媛県,新居浜（ニイハマ）,,2022,08,10,17,00,33.7,4,14,48,4,,-1.1,,,,,0,36.8,4,2022,06,24,37.9,8,2020,08,16,37.9,8,2020,08,16,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2022,08,10,17,00,34.7,4,13,58,4,+2.0,+0.4,88,0,,,0,36.2,4,2022,08,01,38.3,8,2018,07,24,37.9,8,2020,08,16,1978
73166,愛媛県,松山（マツヤマ）,47887,2022,08,10,17,00,34.7,4,15,22,4,+1.7,0.0,88,0,,,0,35.9,4,2022,07,21,37.4,8,2018,08,07,37.4,8,2018,08,07,1890
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2022,08,10,17,00,32.1,4,14,47,4,+0.6,-0.3,88,0,,,0,35.5,4,2022,07,29,37.4,8,2020,08,26,37.4,8,2020,08,26,2003
73256,愛媛県,長浜（ナガハマ）,,2022,08,10,17,00,31.9,4,09,20,4,+1.6,+0.9,88,0,,,0,35.5,4,2022,07,21,35.9,8,2010,08,15,35.9,8,2010,08,15,1978
73276,愛媛県,久万（クマ）,,2022,08,10,17,00,33.4,4,12,49,4,+2.4,-0.5,88,0,,,0,35.9,4,2022,07,01,36.5,8,2020,08,17,36.5,8,2020,08,17,1978
73306,愛媛県,大洲（オオズ）,,2022,08,10,17,00,35.2,4,11,55,4,+1.4,+0.2,88,0,,,0,36.6,4,2022,08,08,38.3,8,2020,08,17,38.3,8,2020,08,17,1978
73341,愛媛県,瀬戸（セト）,,2022,08,10,17,00,32.5,4,13,42,4,+2.4,-0.7,88,0,,,0,33.2,4,2022,08,09,34.3,8,2013,08,20,34.3,8,2013,08,20,1997
73406,愛媛県,宇和（ウワ）,,2022,08,10,17,00,34.5,4,11,41,4,+2.1,-0.4,88,0,,,0,36.0,4,2022,08,08,38.2,8,2018,08,14,38.2,8,2018,08,14,1978
73442,愛媛県,宇和島（ウワジマ）,47892,2022,08,10,17,00,34.6,4,14,11,4,+2.1,0.0,88,0,,,0,35.1,4,2022,07,21,40.2,8,1927,07,22,38.4,8,1969,08,12,1922
73446,愛媛県,近永（チカナガ）,,2022,08,10,17,00,32.7,4,12,04,4,+0.3,0.0,88,0,,,0,34.6,4,2022,07,21,37.6,8,2013,08,12,37.6,8,2013,08,12,1979
73516,愛媛県,御荘（ミショウ）,,2022,08,10,17,00,33.0,4,11,32,4,+0.7,0.0,88,0,,,0,36.4,4,2022,08,04,39.0,8,2020,08,15,39.0,8,2020,08,15,1978
74056,高知県,本川（ホンガワ）,,2022,08,10,17,00,31.2,4,13,13,4,+2.2,-0.7,88,0,,,0,33.1,4,2022,06,30,36.5,8,1994,07,11,36.0,8,2020,08,17,1979
74071,高知県,本山（モトヤマ）,,2022,08,10,17,00,32.8,4,12,44,4,+1.0,-0.1,88,0,,,0,35.9,4,2022,08,03,38.1,8,2007,07,28,37.7,8,2020,08,17,1977
74136,高知県,大栃（オオドチ）,,2022,08,10,17,00,35.4,4,13,31,4,+3.1,-0.8,88,0,,,0,36.2,4,2022,08,09,38.5,8,2020,08,16,38.5,8,2020,08,16,1977
74181,高知県,高知（コウチ）,47893,2022,08,10,17,00,33.8,4,14,24,4,+1.4,+0.1,88,0,,,0,35.8,4,2022,08,04,38.4,8,1965,08,22,38.4,8,1965,08,22,1886
74187,高知県,後免（ゴメン）,,2022,08,10,17,00,33.1,4,13,32,4,+1.4,+0.1,88,0,,,0,35.3,4,2022,08,04,36.9,8,2020,08,16,36.9,8,2020,08,16,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2022,08,10,17,00,32.1,4,12,30,4,+0.9,0.0,88,0,,,0,34.3,4,2022,07,29,38.3,8,2004,07,30,36.6,8,2019,08,05,2003
74271,高知県,安芸（アキ）,,2022,08,10,17,00,34.5,4,13,39,4,+3.2,+0.8,88,0,,,1,34.2,4,2022,07,29,36.5,8,2016,08,21,36.5,8,2016,08,21,1977
74296,高知県,梼原（ユスハラ）,,2022,08,10,17,00,32.0,4,12,29,4,+1.3,+0.2,88,0,,,0,34.5,4,2022,06,30,38.7,8,2013,08,12,38.7,8,2013,08,12,1977
74311,高知県,須崎（スサキ）,,2022,08,10,17,00,32.5,4,12,19,4,+0.8,-0.1,88,0,,,0,36.1,4,2022,08,04,39.3,8,2006,08,08,39.3,8,2006,08,08,1977
74361,高知県,窪川（クボカワ）,,2022,08,10,17,00,32.5,4,10,34,4,+1.1,-0.5,88,0,,,0,35.1,4,2022,08,04,38.8,8,2013,08,11,38.8,8,2013,08,11,1977
74372,高知県,室戸岬（ムロトミサキ）,47899,2022,08,10,17,00,31.7,4,14,23,4,+2.5,+0.2,88,0,,,0,32.1,4,2022,08,08,35.0,8,1942,07,30,34.5,8,1966,08,09,1920
74381,高知県,江川崎（エカワサキ）,,2022,08,10,17,00,34.7,4,13,06,4,+1.6,+0.9,88,0,,,0,36.6,4,2022,07,26,41.0,8,2013,08,12,41.0,8,2013,08,12,1977
74436,高知県,佐賀（サガ）,,2022,08,10,17,00,32.2,4,12,16,4,+1.1,0.0,88,0,,,0,36.2,4,2022,08,04,38.6,8,2013,07,25,38.1,8,2013,08,01,1977
74447,高知県,宿毛（スクモ）,47897,2022,08,10,17,00,33.3,4,15,37,4,+2.0,0.0,88,0,,,0,35.8,4,2022,08,04,39.5,8,2020,08,15,39.5,8,2020,08,15,1943
74456,高知県,中村（ナカムラ）,,2022,08,10,17,00,33.6,4,12,34,4,+0.8,-0.5,88,0,,,0,36.2,4,2022,08,03,39.8,8,2020,08,14,39.8,8,2020,08,14,1976
74516,高知県,清水（シミズ）,47898,2022,08,10,17,00,32.9,4,12,41,4,+2.4,+0.6,88,0,,,0,33.4,4,2022,08,08,35.5,8,1942,07,30,35.0,8,2020,08,15,1940
81011,山口県,須佐（スサ）,,2022,08,10,17,00,33.5,4,12,11,4,+2.4,+0.1,88,0,,,0,35.3,4,2022,08,02,37.2,8,2018,08,21,37.2,8,2018,08,21,1977
81071,山口県,萩（ハギ）,47754,2022,08,10,17,00,34.3,4,11,37,4,+2.6,-0.8,88,0,,,0,37.0,4,2022,08,08,38.3,8,2017,08,06,38.3,8,2017,08,06,1948
81116,山口県,油谷（ユヤ）,,2022,08,10,17,00,33.9,4,10,48,4,+2.0,-0.5,88,0,,,0,35.3,4,2022,08,02,36.7,8,2018,08,14,36.7,8,2018,08,14,1977
81151,山口県,徳佐（トクサ）,,2022,08,10,17,00,32.4,4,15,25,4,+1.5,-0.9,88,0,,,0,35.6,4,2022,07,02,36.4,8,2021,08,06,36.4,8,2021,08,06,1977
81196,山口県,秋吉台（アキヨシダイ）,,2022,08,10,17,00,30.9,4,11,34,4,+0.4,-1.7,88,0,,,0,33.1,4,2022,07,01,35.6,8,2018,07,26,35.1,8,1983,08,05,1977
81231,山口県,広瀬（ヒロセ）,,2022,08,10,17,00,35.8,4,14,20,4,+3.2,+0.4,88,0,,,0,37.2,4,2022,07,01,38.3,8,1994,07,16,38.2,8,2020,08,17,1976
81266,山口県,豊田（トヨタ）,,2022,08,10,17,00,32.6,4,11,58,4,+1.5,-0.7,88,0,,,0,34.3,4,2022,08,02,36.2,8,2001,08,02,36.2,8,2001,08,02,1977
81286,山口県,山口（ヤマグチ）,47784,2022,08,10,17,00,34.2,4,12,58,4,+1.0,-1.7,88,0,,,0,36.5,4,2022,07,29,38.8,8,2018,07,25,38.6,8,2020,08,21,1966
81321,山口県,岩国（イワクニ）,,2022,08,10,17,00,35.2,4,12,50,4,+2.8,-0.5,88,0,,,0,35.7,4,2022,08,09,37.8,8,2018,08,06,37.8,8,2018,08,06,1977
81371,山口県,防府（ホウフ）,,2022,08,10,17,00,34.1,4,11,56,4,+1.8,+0.6,88,0,,,0,34.9,4,2022,08,03,37.7,8,2013,08,11,37.7,8,2013,08,11,1977
81386,山口県,下松（クダマツ）,,2022,08,10,17,00,34.3,4,12,46,4,+2.0,-0.3,88,0,,,0,34.9,4,2022,07,29,36.6,8,2019,08,13,36.6,8,2019,08,13,1977
81397,山口県,玖珂（クガ）,,2022,08,10,17,00,35.1,4,14,15,4,+2.3,-0.2,88,0,,,0,36.4,4,2022,07,01,38.1,8,1994,07,16,37.0,8,2020,08,30,1977
81428,山口県,下関（シモノセキ）,47762,2022,08,10,17,00,32.7,4,14,52,4,+1.0,-0.8,88,0,,,0,35.1,4,2022,06,29,37.0,8,1960,08,10,37.0,8,1960,08,10,1883
81436,山口県,宇部（ウベ）,,2022,08,10,17,00,33.3,4,12,04,4,+2.0,+0.4,88,0,,,0,34.1,4,2022,08,03,37.0,8,2016,08,20,37.0,8,2016,08,20,2001
81481,山口県,柳井（ヤナイ）,,2022,08,10,17,00,32.8,4,16,19,4,+0.8,-1.5,88,0,,,0,34.3,4,2022,08,09,36.5,8,2010,08,18,36.5,8,2010,08,18,1977
